,election.year.calendar,position.label,province.name,province.code,Mujer,Varón,n/d
356,2011,Vicebogernador/a,CATAMARCA,2,20.0,80.0,0.0
357,2011,Vicebogernador/a,CHACO,3,16.666666666666664,83.33333333333334,0.0
358,2011,Vicebogernador/a,CHUBUT,4,12.5,87.5,0.0
359,2011,Vicebogernador/a,CORDOBA,5,33.33333333333333,66.66666666666666,0.0
360,2011,Vicebogernador/a,ENTRE RIOS,7,0.0,100.0,0.0
361,2011,Vicebogernador/a,FORMOSA,8,40.0,60.0,0.0
362,2011,Vicebogernador/a,JUJUY,9,14.285714285714285,85.71428571428571,0.0
363,2011,Vicebogernador/a,LA PAMPA,10,16.666666666666664,83.33333333333334,0.0
364,2011,Vicebogernador/a,LA RIOJA,11,33.33333333333333,66.66666666666666,0.0
365,2011,Vicebogernador/a,MENDOZA,12,28.57142857142857,71.42857142857143,0.0
366,2011,Vicebogernador/a,MISIONES,13,20.0,80.0,0.0
367,2011,Vicebogernador/a,NEUQUEN,14,66.66666666666666,33.33333333333333,0.0
368,2011,Vicebogernador/a,RIO NEGRO,15,42.857142857142854,57.14285714285714,0.0
369,2011,Vicebogernador/a,SALTA,16,12.5,87.5,0.0
370,2011,Vicebogernador/a,SAN JUAN,17,60.0,40.0,0.0
371,2011,Vicebogernador/a,SAN LUIS,18,0.0,100.0,0.0
372,2011,Vicebogernador/a,SANTA CRUZ,19,50.0,50.0,0.0
373,2011,Vicebogernador/a,SANTA FE,20,33.33333333333333,66.66666666666666,0.0
374,2011,Vicebogernador/a,TIERRA DEL FUEGO,22,33.33333333333333,66.66666666666666,0.0
375,2011,Vicebogernador/a,TUCUMAN,23,0.0,100.0,0.0
376,2013,Gobernador/a,CORRIENTES,6,0.0,100.0,0.0
377,2013,Gobernador/a,SANTIAGO DEL ESTERO,21,44.44444444444444,55.55555555555556,0.0
378,2013,Vicebogernador/a,CORRIENTES,6,50.0,50.0,0.0
379,2013,Vicebogernador/a,SANTIAGO DEL ESTERO,21,22.22222222222222,77.77777777777779,0.0
380,2015,Gobernador/a,BUENOS AIRES,1,20.0,80.0,0.0
381,2015,Gobernador/a,CABA,24,20.0,80.0,0.0
382,2015,Gobernador/a,CATAMARCA,2,33.33333333333333,66.66666666666666,0.0
383,2015,Gobernador/a,CHACO,3,33.33333333333333,66.66666666666666,0.0
384,2015,Gobernador/a,CHUBUT,4,0.0,100.0,0.0
385,2015,Gobernador/a,CORDOBA,5,14.285714285714285,85.71428571428571,0.0
386,2015,Gobernador/a,ENTRE RIOS,7,0.0,100.0,0.0
387,2015,Gobernador/a,FORMOSA,8,0.0,100.0,0.0
388,2015,Gobernador/a,JUJUY,9,28.57142857142857,71.42857142857143,0.0
389,2015,Gobernador/a,LA PAMPA,10,14.285714285714285,85.71428571428571,0.0
390,2015,Gobernador/a,LA RIOJA,11,11.11111111111111,88.88888888888889,0.0
391,2015,Gobernador/a,MENDOZA,12,33.33333333333333,66.66666666666666,0.0
392,2015,Gobernador/a,MISIONES,13,0.0,100.0,0.0
393,2015,Gobernador/a,NEUQUEN,14,25.0,75.0,0.0
394,2015,Gobernador/a,RIO NEGRO,15,25.0,75.0,0.0
395,2015,Gobernador/a,SALTA,16,16.666666666666664,83.33333333333334,0.0
396,2015,Gobernador/a,SAN JUAN,17,16.666666666666664,83.33333333333334,0.0
397,2015,Gobernador/a,SAN LUIS,18,0.0,100.0,0.0
398,2015,Gobernador/a,SANTA CRUZ,19,16.666666666666664,83.33333333333334,0.0
399,2015,Gobernador/a,SANTA FE,20,0.0,100.0,0.0
400,2015,Gobernador/a,TIERRA DEL FUEGO,22,25.0,75.0,0.0
401,2015,Gobernador/a,TUCUMAN,23,0.0,100.0,0.0
402,2015,Vicebogernador/a,BUENOS AIRES,1,0.0,100.0,0.0
403,2015,Vicebogernador/a,CABA,24,0.0,100.0,0.0
404,2015,Vicebogernador/a,CATAMARCA,2,66.66666666666666,33.33333333333333,0.0
405,2015,Vicebogernador/a,CHACO,3,0.0,100.0,0.0
406,2015,Vicebogernador/a,CHUBUT,4,25.0,75.0,0.0
407,2015,Vicebogernador/a,CORDOBA,5,28.57142857142857,71.42857142857143,0.0
408,2015,Vicebogernador/a,ENTRE RIOS,7,25.0,75.0,0.0
409,2015,Vicebogernador/a,FORMOSA,8,33.33333333333333,66.66666666666666,0.0
410,2015,Vicebogernador/a,JUJUY,9,0.0,100.0,0.0
411,2015,Vicebogernador/a,LA PAMPA,10,42.857142857142854,57.14285714285714,0.0
412,2015,Vicebogernador/a,LA RIOJA,11,22.22222222222222,77.77777777777779,0.0
413,2015,Vicebogernador/a,MENDOZA,12,33.33333333333333,66.66666666666666,0.0
414,2015,Vicebogernador/a,MISIONES,13,10.0,90.0,0.0
415,2015,Vicebogernador/a,NEUQUEN,14,25.0,75.0,0.0
416,2015,Vicebogernador/a,RIO NEGRO,15,50.0,50.0,0.0
417,2015,Vicebogernador/a,SALTA,16,33.33333333333333,66.66666666666666,0.0
418,2015,Vicebogernador/a,SAN JUAN,17,0.0,100.0,0.0
419,2015,Vicebogernador/a,SAN LUIS,18,0.0,100.0,0.0
420,2015,Vicebogernador/a,SANTA CRUZ,19,50.0,50.0,0.0
421,2015,Vicebogernador/a,SANTA FE,20,40.0,60.0,0.0
422,2015,Vicebogernador/a,TIERRA DEL FUEGO,22,50.0,50.0,0.0
423,2015,Vicebogernador/a,TUCUMAN,23,0.0,100.0,0.0
424,2017,Gobernador/a,CORRIENTES,6,0.0,100.0,0.0
425,2017,Gobernador/a,SANTIAGO DEL ESTERO,21,20.0,80.0,0.0
426,2017,Vicebogernador/a,CORRIENTES,6,33.33333333333333,66.66666666666666,0.0
427,2017,Vicebogernador/a,SANTIAGO DEL ESTERO,21,30.0,70.0,0.0
428,2019,Gobernador/a,BUENOS AIRES,1,20.0,80.0,0.0
429,2019,Gobernador/a,CABA,24,0.0,100.0,0.0
430,2019,Gobernador/a,CATAMARCA,2,0.0,100.0,0.0
431,2019,Gobernador/a,CHACO,3,0.0,100.0,0.0
432,2019,Gobernador/a,CHUBUT,4,14.285714285714285,85.71428571428571,0.0
433,2019,Gobernador/a,CORDOBA,5,16.666666666666664,83.33333333333334,0.0
434,2019,Gobernador/a,ENTRE RIOS,7,16.666666666666664,83.33333333333334,0.0
435,2019,Gobernador/a,FORMOSA,8,33.33333333333333,66.66666666666666,0.0
436,2019,Gobernador/a,JUJUY,9,25.0,75.0,0.0
437,2019,Gobernador/a,LA PAMPA,10,12.5,87.5,0.0
438,2019,Gobernador/a,LA RIOJA,11,33.33333333333333,66.66666666666666,0.0
439,2019,Gobernador/a,MENDOZA,12,50.0,50.0,0.0
440,2019,Gobernador/a,MISIONES,13,25.0,75.0,0.0
441,2019,Gobernador/a,NEUQUEN,14,22.22222222222222,77.77777777777779,0.0
442,2019,Gobernador/a,RIO NEGRO,15,42.857142857142854,57.14285714285714,0.0
443,2019,Gobernador/a,SALTA,16,20.0,80.0,0.0
444,2019,Gobernador/a,SAN JUAN,17,25.0,75.0,0.0
445,2019,Gobernador/a,SAN LUIS,18,0.0,100.0,0.0
446,2019,Gobernador/a,SANTA CRUZ,19,23.076923076923077,76.92307692307693,0.0
447,2019,Gobernador/a,SANTA FE,20,0.0,100.0,0.0
448,2019,Gobernador/a,TIERRA DEL FUEGO,22,33.33333333333333,66.66666666666666,0.0
449,2019,Gobernador/a,TUCUMAN,23,33.33333333333333,66.66666666666666,0.0
450,2019,Vicebogernador/a,BUENOS AIRES,1,60.0,40.0,0.0
451,2019,Vicebogernador/a,CABA,24,75.0,25.0,0.0
452,2019,Vicebogernador/a,CATAMARCA,2,25.0,75.0,0.0
453,2019,Vicebogernador/a,CHACO,3,50.0,50.0,0.0
454,2019,Vicebogernador/a,CHUBUT,4,71.42857142857143,28.57142857142857,0.0
455,2019,Vicebogernador/a,CORDOBA,5,41.66666666666667,58.333333333333336,0.0
456,2019,Vicebogernador/a,ENTRE RIOS,7,50.0,50.0,0.0
457,2019,Vicebogernador/a,FORMOSA,8,0.0,100.0,0.0
458,2019,Vicebogernador/a,JUJUY,9,41.66666666666667,58.333333333333336,0.0
459,2019,Vicebogernador/a,LA PAMPA,10,25.0,75.0,0.0
460,2019,Vicebogernador/a,LA RIOJA,11,83.33333333333334,16.666666666666664,0.0
461,2019,Vicebogernador/a,MENDOZA,12,25.0,75.0,0.0
462,2019,Vicebogernador/a,MISIONES,13,0.0,100.0,0.0
463,2019,Vicebogernador/a,NEUQUEN,14,11.11111111111111,88.88888888888889,0.0
464,2019,Vicebogernador/a,RIO NEGRO,15,42.857142857142854,57.14285714285714,0.0
465,2019,Vicebogernador/a,SALTA,16,20.0,80.0,0.0
466,2019,Vicebogernador/a,SAN JUAN,17,62.5,37.5,0.0
467,2019,Vicebogernador/a,SAN LUIS,18,33.33333333333333,66.66666666666666,0.0
468,2019,Vicebogernador/a,SANTA CRUZ,19,38.46153846153847,61.53846153846154,0.0
469,2019,Vicebogernador/a,SANTA FE,20,100.0,0.0,0.0
470,2019,Vicebogernador/a,TIERRA DEL FUEGO,22,33.33333333333333,66.66666666666666,0.0
471,2019,Vicebogernador/a,TUCUMAN,23,55.55555555555556,44.44444444444444,0.0
